,acceleration__number_crossing_m__m_-1,acceleration__number_crossing_m__m_1,"acceleration__augmented_dickey_fuller__attr_""teststat""__autolag_""AIC""","acceleration__augmented_dickey_fuller__attr_""pvalue""__autolag_""AIC""","acceleration__fft_coefficient__attr_""abs""__coeff_29","acceleration__fft_coefficient__attr_""abs""__coeff_24",acceleration__absolute_sum_of_changes,"acceleration__fft_coefficient__attr_""abs""__coeff_32","acceleration__fft_coefficient__attr_""abs""__coeff_36",acceleration__approximate_entropy__m_2__r_0.3,acceleration__number_crossing_m__m_0,"acceleration__fft_coefficient__attr_""abs""__coeff_25","acceleration__fft_coefficient__attr_""abs""__coeff_13","acceleration__fft_coefficient__attr_""abs""__coeff_12",acceleration__fourier_entropy__bins_5,"acceleration__fft_coefficient__attr_""abs""__coeff_19","acceleration__fft_coefficient__attr_""abs""__coeff_0","acceleration__fft_coefficient__attr_""abs""__coeff_22","acceleration__fft_coefficient__attr_""abs""__coeff_37","acceleration__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""min""","acceleration__fft_coefficient__attr_""abs""__coeff_10","acceleration__fft_aggregated__aggtype_""centroid""","acceleration__fft_coefficient__attr_""abs""__coeff_48","acceleration__fft_coefficient__attr_""abs""__coeff_30",acceleration__cid_ce__normalize_False,acceleration__fourier_entropy__bins_2,acceleration__approximate_entropy__m_2__r_0.5,"acceleration__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2","acceleration__fft_coefficient__attr_""abs""__coeff_15","acceleration__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.2",acceleration__number_peaks__n_1,acceleration__fourier_entropy__bins_10,acceleration__fourier_entropy__bins_3,"acceleration__fft_coefficient__attr_""abs""__coeff_28","acceleration__fft_coefficient__attr_""abs""__coeff_38","acceleration__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""min""","acceleration__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.2","acceleration__fft_aggregated__aggtype_""variance""","acceleration__fft_coefficient__attr_""abs""__coeff_14","acceleration__fft_coefficient__attr_""abs""__coeff_11","acceleration__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.0","acceleration__fft_coefficient__attr_""abs""__coeff_40","acceleration__fft_coefficient__attr_""abs""__coeff_26","acceleration__fft_coefficient__attr_""abs""__coeff_23","acceleration__fft_coefficient__attr_""abs""__coeff_16","acceleration__fft_coefficient__attr_""abs""__coeff_27","acceleration__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4","acceleration__fft_coefficient__attr_""abs""__coeff_34","acceleration__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.2","acceleration__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.2","acceleration__fft_coefficient__attr_""abs""__coeff_9","acceleration__fft_coefficient__attr_""abs""__coeff_47","acceleration__fft_coefficient__attr_""abs""__coeff_18","acceleration__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2",acceleration__approximate_entropy__m_2__r_0.1,"acceleration__fft_coefficient__attr_""abs""__coeff_77","acceleration__fft_coefficient__attr_""abs""__coeff_79","acceleration__fft_coefficient__attr_""abs""__coeff_31","acceleration__fft_coefficient__attr_""abs""__coeff_83","acceleration__fft_coefficient__attr_""abs""__coeff_33","acceleration__fft_coefficient__attr_""abs""__coeff_76","acceleration__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2","acceleration__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.2","acceleration__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0",acceleration__mean_abs_change,acceleration__cid_ce__normalize_True,acceleration__number_peaks__n_3,"acceleration__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0","acceleration__fft_coefficient__attr_""abs""__coeff_80","acceleration__fft_coefficient__attr_""abs""__coeff_49","acceleration__fft_coefficient__attr_""abs""__coeff_44","acceleration__fft_coefficient__attr_""abs""__coeff_58","acceleration__fft_coefficient__attr_""abs""__coeff_17",acceleration__abs_energy,"acceleration__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.2","acceleration__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.2","acceleration__fft_coefficient__attr_""abs""__coeff_42",acceleration__range_count__max_1000000000000.0__min_0,"acceleration__fft_coefficient__attr_""abs""__coeff_55",acceleration__range_count__max_0__min_-1000000000000.0,"acceleration__fft_coefficient__attr_""abs""__coeff_85","acceleration__fft_coefficient__attr_""abs""__coeff_64","acceleration__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.2","acceleration__agg_autocorrelation__f_agg_""var""__maxlag_40",acceleration__count_below_mean,"acceleration__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.0","acceleration__fft_coefficient__attr_""abs""__coeff_72","acceleration__augmented_dickey_fuller__attr_""usedlag""__autolag_""AIC""","acceleration__fft_coefficient__attr_""abs""__coeff_8",acceleration__approximate_entropy__m_2__r_0.7,acceleration__length,"acceleration__fft_coefficient__attr_""abs""__coeff_78","acceleration__fft_coefficient__attr_""abs""__coeff_84","acceleration__fft_coefficient__attr_""abs""__coeff_81","acceleration__fft_coefficient__attr_""abs""__coeff_43","acceleration__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.4",acceleration__number_cwt_peaks__n_1,"acceleration__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4","acceleration__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2","acceleration__fft_coefficient__attr_""abs""__coeff_41"
30,4.0,6.0,-6.541606539434573,9.316715649636179e-09,3.7764581813451104,6.306058660383125,40.46000000000001,3.952998016413804,2.73056583052406,0.25190650190949526,14.0,10.51373968200252,20.504104752204633,8.552213175479794,0.28834232834042844,12.562137268342365,19.680000000000007,10.948957347366125,2.370705796052871,-0.5051861471861471,43.0377560202605,16.53584515348466,2.178028673761447,5.438371131046178,5.879935033654708,0.16544349608627487,0.2447349187826937,0.14605063291139236,23.758349048971162,0.0012610318859157187,6.0,0.3836503919327032,0.19262573846117467,3.163948221231046,1.6300581598787243,-0.35925783972125436,0.002171696202531645,396.32654059738985,20.814638800885227,13.237158339542077,0.14811570247933883,1.7983031472057374,7.302125206569796,9.825919566982394,25.637411423406718,6.241386891842293,0.15477599999999997,1.3814775440810583,0.013057262306238184,0.010132910850661625,79.8095483494241,1.4894371253429062,22.061494922824195,0.05650434782608696,0.2608075088713231,0.48622227023276177,2.358285254755355,4.9302255010881355,0.973847506562393,1.8726894907224976,0.8667487829765481,0.08822582390642528,0.0012544421768707482,0.2012935323383085,0.2012935323383085,4.19208833861303,6.0,0.1403566878980892,1.5944172931691813,3.998231172357909,1.8677208173306838,1.7451389241924165,20.869991978439394,399.3243940000001,0.0021120952380952376,0.030177215189873412,3.3151706744519918,110.0,1.094744705579563,92.0,1.4277498865720017,0.9616915842838308,0.02928571428571428,0.18925453086379415,128.0,0.016904458598726108,1.8623170181750262,2.0,94.62401149580377,0.1900425207586225,202.0,2.238258164899899,0.794113324274714,1.7499327452179392,3.312686447352401,0.05467469879518073,15.0,0.0811495456,0.06703154174010574,2.4916496522593587
31,6.0,6.0,-6.665749575829009,4.7226100451845136e-09,1.75507885220817,4.089656259059079,25.237000000000002,1.8732387027886697,1.1507016585198684,0.2716476814175055,8.0,2.143997856782382,15.849661005500776,15.807764048329368,0.19401819909242526,4.244429313963227,22.485000000000007,8.427933798146874,1.1312872993778802,-0.6343715415019763,13.833677906960537,19.288849871467367,0.929737713315808,2.568691493756762,3.494694407240783,0.12513016439761354,0.21661940360008658,0.0787764705882353,24.236921624504287,0.0008500667317708335,6.0,0.29681720332130124,0.14248964171474482,0.6938633131042657,0.8872517123761473,-0.5118636363636364,0.0010713167317708335,553.7791201530234,19.2949014282425,8.32049337619943,0.08585211267605634,2.202966056408664,0.9246020008241844,6.149837913111233,24.569464109275362,0.5728679174412402,0.08396031746031747,0.7293175870124832,0.0014924606529656604,0.0011608935353798128,41.69337459373898,0.6739028133372561,5.490242329714114,0.018959677419354844,0.2813935270422858,1.0119626908706951,1.1298533138122921,3.105662350275871,0.7817194143074513,0.979371764856206,0.6128480035825785,0.02616279031141868,0.0012238775510204083,0.11629953917050692,0.11629953917050692,4.575255064417468,3.0,0.07694705882352942,1.3421994883782886,0.9000382434826573,2.2257837614846085,0.2772576340527713,16.754902251739857,129.50660899999997,0.0015375268638067473,0.015218750000000001,1.0742300620959009,47.0,1.050700133385867,171.0,1.3747134081543568,1.0765044104237644,0.018142857142857145,0.22441159349403791,105.0,0.006335294117647061,1.5191908638374219,10.0,63.23406454382981,0.210537298094142,218.0,0.9984873319188422,0.9171264102832382,1.3579588741640143,1.7287370146559131,0.011590361445783133,19.0,0.028114023242630386,0.01997757356401384,1.953082085888915
32,24.0,25.0,-9.732022167650182,8.951893138540465e-17,13.028496537026127,56.83279984729069,177.30700000000002,24.09317478676155,16.85347812340708,0.44672988821178805,24.0,62.71422126744674,195.21942452148784,535.607101264344,0.12525570174922163,23.597195654210072,111.16699999999999,40.44469101730008,43.566356206066295,-2.2594192307692302,76.54751991587132,35.694505620928936,11.463271312928706,9.613082870665787,11.186509777405993,0.04539477814685819,0.33107841454216946,0.5071520270270271,7.118069376573225,0.05393359174873259,9.0,0.12525570174922163,0.09072899366212879,3.4203265160761807,45.280741891853154,-1.357131868131868,0.1866763848260591,1759.5189142052534,37.95483938236526,214.88929445761178,0.3428127853881278,10.95526257400595,29.528800960506025,50.6097324057031,19.232503095965086,5.2499635464954535,0.5490814479638009,11.91504850558238,0.32330845183062124,0.09368562416789941,57.300218435962556,10.498717332754172,14.562453101204635,0.47927884615384614,0.6742492688477961,5.017602120421128,4.714153579084717,15.465810296877052,4.854443444017077,15.398689109666353,1.644546990583684,0.3786001595028305,0.04706081785123968,0.46173697916666673,0.46173697916666673,4.760680019632992,8.0,0.42864864864864866,4.742571348481726,2.4619838249786277,25.345823716141133,6.339331632858403,18.90926168829239,2157.847842999999,0.15057653884297525,0.3655419847328244,9.063191085393118,155.0,3.467259795594785,230.0,3.9776287474631826,4.604553756986715,0.32938181818181833,0.40410526183917117,220.0,0.0009121621621621608,5.231685709326019,17.0,13.451405496699488,0.235948969500122,385.0,6.862069620326676,4.27786777766941,8.601953506172654,9.635594986758466,0.533233082706767,25.0,0.43849843299686736,0.12154285188778305,15.157265565191244
33,8.0,10.0,-7.223667451318518,2.079764722946193e-10,1.8470668201510827,20.018745630064476,63.657999999999994,1.9970294876754908,4.241966886121065,0.40056008339061266,16.0,14.417869415556847,11.252261979959993,30.0952231176766,0.09072899366212879,9.94690207271882,38.272999999999996,2.839208030272397,4.522815306130261,-0.8474532019704429,40.08518633833864,18.2877314581306,1.4680323002658617,7.5040380698726175,5.407212590605257,0.07998252574647073,0.26189937081729386,0.22603196347031965,10.88535820968151,0.060393916570549794,6.0,0.13600216966487969,0.07998252574647073,15.269930284066941,7.435123991009178,-0.5477236842105263,0.1025769753940792,705.1581990531361,13.206024753367563,38.94704595770205,0.21949375,3.0126573060613664,10.779948826065011,5.3204907297798485,7.357250282643378,15.147588727193888,0.19159627329192544,10.315683772222906,0.0898278101265823,0.052459211664797306,18.88537852317089,0.9997931583876556,7.2704643791115044,0.19351898734177214,0.5826993163063348,1.6717369309884778,0.884252367319594,6.166164096191016,1.2166730913229968,10.102550838178948,1.7527093302829655,0.10550365284293486,0.07093427034023668,0.229812274368231,0.229812274368231,2.9396734485140823,4.0,0.2070972222222222,2.5520238346715676,3.7522173292725105,2.2158085285356495,3.0953177279924406,16.761924241583962,945.8443069999995,0.14746813128698227,0.20550980392156862,1.8252048867327573,160.0,0.6361365311648899,118.0,0.5850719226780492,2.0471043663631385,0.2773653846153846,0.3565704688934397,101.0,0.004449074074074076,1.6452101263749084,11.0,59.764494599426406,0.16343550346990088,278.0,2.7827150637305933,1.6748662530168037,1.0926867041089385,4.097879805103664,0.11922,28.0,0.07953270205624784,0.05441693505139593,4.247717290879984
34,10.0,10.0,-7.077419143574243,4.762062591954605e-10,3.4808712072121604,4.14762994828841,47.614000000000004,2.787759666666538,2.895415778692417,0.39804553362031614,12.0,9.793622505128639,20.699703785766218,13.304717609024664,0.13600216966487969,17.71880271000191,41.25899999999999,3.610187459128502,3.7062414730689524,-0.6416620689655171,153.25300432479776,22.769679327826584,2.548514609263558,6.145882186130055,4.718016532400029,0.07998252574647073,0.3247623815988159,0.15243636363636365,14.964259823074205,0.016601339205994898,8.0,0.13600216966487969,0.12525570174922163,6.116830939271729,4.350161918674898,-0.25117906836055665,0.020588718032525512,839.542269314676,5.889478464812229,70.8904441540348,0.12523837209302324,3.0278934329503246,2.1122453316157923,4.928644330007129,1.010175186493311,3.3036780929881626,0.13436075949367088,5.725623847106094,0.02860465938847356,0.02280425402476168,128.99111226100865,2.7036589562130855,5.997157907289193,0.07689937106918239,0.32704507376914194,1.0862180199658442,2.1673214942401553,4.774157217705892,1.606155860513337,4.443040336822742,1.2670503621850218,0.07306109909090909,0.025113349170918366,0.17005,0.17005,4.174966910024859,8.0,0.12011415525114155,1.50782329915955,1.919855486699667,2.142283865593541,2.345939083637525,7.129465650674333,364.9131570000004,0.03416007110969388,0.06663392857142857,0.9170266632812732,199.0,2.8863566972981496,82.0,0.7287237433975617,0.9613612040971979,0.09958928571428571,0.40074882403875767,92.0,0.00561187214611872,1.0600920570183066,14.0,22.238494878320868,0.2521492595901642,281.0,0.7554002168388355,1.1931774357130471,2.2686784071322856,1.9571033257129984,0.024959999999999996,26.0,0.058281096018266296,0.04982866413223141,2.1317102855779755
35,10.0,12.0,-6.095925679299817,1.0101489390714485e-07,2.522954200268619,2.496345711993869,46.92,4.575364387203378,2.170474681490214,0.4999018668345352,12.0,2.320296018362169,6.887668427522969,20.84187564444129,0.13600216966487969,9.609132243373201,49.391999999999996,2.186991753786195,1.2258346840528223,-0.7117989417989419,90.11149476013422,20.42937655278267,1.2436273662154673,1.120538287243704,4.427151680256731,0.07998252574647073,0.3667177689825274,0.1579323671497585,11.388415699415866,0.02503165828254848,6.0,0.13600216966487969,0.07998252574647073,4.00119090222833,3.04263594843669,-0.23772996632996635,0.03323890969529087,770.795751859888,6.748225014503281,34.12611048467645,0.149281045751634,0.9047148185617228,2.55225057342177,5.3079659236486,8.842671337919025,2.4964651442761037,0.13693630573248408,4.382944798896604,0.054050052069726594,0.038423113823701636,159.7950732757103,0.9538457068852452,11.464673646249313,0.1252013422818792,0.3338572153582411,0.9386829955656768,0.34424743416263964,3.622986945682085,1.5666075807220006,7.306188008675516,1.966366016596786,0.06841991168988774,0.03434936347412254,0.17705660377358493,0.17705660377358493,3.895540574319543,6.0,0.15885507246376812,0.3744546250589732,1.1526360801489095,0.6304863513427943,1.3150391969769957,3.589647706078101,352.7252880000003,0.05711347531231409,0.09065263157894737,1.345216739441658,181.0,1.610810029977083,85.0,1.3086331218212837,0.8787226931544765,0.15095121951219512,0.41339767078020156,101.0,0.003521739130434783,1.1352965940232969,15.0,86.43657281936795,0.2530696803521604,266.0,0.5956567835702239,0.4161206432839732,0.4768226867948993,1.023034301826997,0.07537373737373737,22.0,0.05675832025639985,0.04347949301033863,1.808459867548128
36,10.0,10.0,-5.602155034068611,1.2576464927764712e-06,5.6737004257139985,11.613341114157889,49.699,7.127732879352189,2.4677042767862507,0.36780868404214573,12.0,7.414656073928098,74.28480176998035,139.3078004269343,0.12525570174922163,4.674491994053052,58.068,7.414205057148415,3.440535011922528,-0.5795697478991597,79.99429377428457,25.89769278572789,3.5000295962855725,2.5700423998210318,4.647106303927209,0.07998252574647073,0.28654801657881035,0.10872972972972973,14.122063123754065,0.0031467482638888895,14.0,0.13600216966487969,0.12525570174922163,4.593015997916496,5.177162702625851,-0.2352616330114136,0.003786286844135802,1219.8534279163346,31.41705736995316,155.65408995897107,0.11275813953488371,4.969799395942572,2.8056079118990565,10.950199127709274,4.063173017267108,5.386277311598684,0.1054039408866995,0.5932569183034516,0.011854408895427795,0.010008818696242644,20.04903142466612,2.0882213412954007,4.221681287456247,0.04402127659574468,0.25680893089747947,1.1154511337821444,1.1909625053087545,1.0974044373560605,1.5174511524263317,6.0941419850650345,0.6997760373384918,0.0449061848809648,0.004664973985431843,0.15014803625377643,0.15014803625377643,4.38217434289104,10.0,0.11466923076923075,0.5250804847376521,1.2076209197320336,3.045248283801508,0.7311347593955648,7.6464468239710515,383.51304200000004,0.005364700196554514,0.02545833333333333,2.590031082972112,247.0,1.5173306576619727,85.0,1.1728402127579123,5.243155638928972,0.026838709677419356,0.38808206679554696,96.0,0.00133076923076923,1.1550169862309527,15.0,45.899900350507046,0.23220732998669447,332.0,0.6244207882213255,0.8772873766034468,0.8102598485188977,2.2335725120810603,0.021902985074626857,30.0,0.04219177660219855,0.033119247417301476,3.393072260350226
37,6.0,4.0,-1.7182974219210985,0.42171060533485555,1.1967572553138786,1.3235984108360759,17.845,1.7857327191313108,0.19858517499007236,0.35003514271981606,4.0,1.9683828399737024,4.90049651213071,4.473978991317108,0.1478439782073591,4.464379248413963,29.189000000000007,2.16966939948615,1.6907886994450103,-0.5364083333333334,8.956750215800689,9.16940374144203,1.1337837539991984,0.3815607623268346,2.243840680618836,0.12831870551552965,0.196510072581072,0.12636607142857142,4.28342672245493,0.023910312727272724,4.0,0.1478439782073591,0.1478439782073591,0.23857046598376955,1.0929618625613993,-0.16517241379310352,0.04928751603305786,193.55394126854162,8.203512456135913,4.688086602173067,0.1501084337349398,0.7323412418711513,1.6293263322436622,1.3950122965229617,2.9820248110421206,1.410773010227394,0.11586585365853658,0.8192624913134389,0.04348211969877131,0.021728350376535876,9.254805590395659,0.5940715445129505,2.746401074552551,0.14762068965517242,0.42169922680836525,0.8738495569482312,0.6776378652925658,1.009926128574854,0.7493919828514166,0.2980098106885162,0.6804157968908295,0.03591667657844387,0.02022731138545954,0.1274642857142857,0.1274642857142857,1.7596128752292215,4.0,0.14378260869565218,0.5580236677695747,1.536882071133799,1.7316199025658674,0.7230317374376567,4.087184179499555,235.32396899999998,0.03813570644718793,0.1594,0.9386033313734138,63.0,0.6793750645332923,78.0,0.6390712696279037,0.9433073676720063,0.13385185185185186,0.4240382223807547,75.0,0.002669565217391302,0.6715408765714799,1.0,6.255793067705229,0.11595112410362396,141.0,0.6272618870231419,0.5766778740071036,0.4822041713000461,0.9774944173887112,0.1437017543859649,13.0,0.032634543277810825,0.0200052142059949,1.4764596041844542
38,4.0,5.0,-3.9392106170449854,0.0017644987843516255,1.1507366083694852,2.748171660678728,19.573999999999998,0.8815285510383042,0.6329782255975605,0.26169260166832164,4.0,2.220482221303879,5.528035051883771,8.53695935257398,0.1429845449723321,2.126891868432735,26.890000000000004,0.9199610306067482,0.8804133842924643,-0.4844416666666668,4.837874341067026,9.37554264626302,0.758349670618781,1.285203826576932,2.270878244204211,0.07158483369291901,0.15842002722225135,0.13509565217391303,2.6155558661508316,0.021967336415816326,4.0,0.21419656252939417,0.1429845449723321,0.6857354237534322,0.4310045424133809,-0.19617204301075267,0.04912755325255102,209.2075385065948,1.543911725535813,4.374165854309321,0.15249425287356325,0.34315270767597406,0.1565210765397323,2.4373489681826395,3.7398937359716498,2.3277145912655075,0.13704597701149424,1.2113748730590248,0.04594835622006097,0.019942797212948178,4.032979396646713,0.4743472077858693,3.8096804655576886,0.16126506024096385,0.4082770165491283,0.8738495569482312,0.6776378652925658,0.5212866616015571,0.7493919828514166,2.0406422035765774,0.6804157968908295,0.036152224120982984,0.01244281481481482,0.13406849315068492,0.13406849315068492,1.5825174542645597,3.0,0.15283333333333335,0.5580236677695747,0.9273386652135246,0.3943180221994887,0.7924435240082882,1.1967588629463146,307.6157880000001,0.023505393689986293,0.1648035714285714,0.47298373971675123,68.0,0.208276574916258,79.0,0.6390712696279037,0.26899167978333804,0.10533333333333335,0.4561582943013569,77.0,0.0016929824561403533,0.45915637035089024,13.0,17.07444230035784,0.09964977000515751,147.0,0.6272618870231419,0.5766778740071036,0.4822041713000461,0.8179089194364083,0.1776727272727273,12.0,0.03701461593341262,0.017912538676748583,0.9464037596556266
39,4.0,2.0,-3.3105023953597943,0.01441549461522759,0.7109295211749319,1.027182023895342,17.193,0.5647203549290677,1.0744082762657143,0.3210535571204507,5.0,0.9499509483420179,1.028329577970702,0.2489157763679673,0.37047851164558954,1.9622498734139782,30.272,0.45274602482688325,0.9856127058830169,-2.3914166666666663,1.4331370376169035,5.366924818599887,0.6393540039157974,1.1099881588489007,3.0549355148677035,0.21028341228613337,0.3209481568740944,0.2048727272727273,2.1291830928984403,0.029673689986282576,1.0,0.576057284246626,0.21028341228613337,0.8007251574716624,0.9162373889400532,-1.7235416666666665,0.06547143484224965,53.28171988735755,2.499081936290631,1.9883541160949245,0.2596590909090909,0.883601733235137,1.7412061426780794,1.025737018092448,1.2580711297501983,0.6013635717050092,0.14914634146341463,0.335532525036783,0.10128232478632478,0.06206908612754766,1.796794384211547,0.648717525075971,0.6842590012012386,0.1992051282051282,0.3199767476680573,0.8738495569482312,0.6776378652925658,0.8746647986399075,0.7493919828514166,0.18421225377555958,0.6804157968908295,0.10585051107438018,0.03379156,0.23879166666666668,0.23879166666666668,2.192274695004286,1.0,0.2445357142857143,0.5580236677695747,0.943987929203943,0.8073102078618482,0.6840651447278135,0.8349657700818874,154.30789399999998,0.09341736,0.2037037037037037,0.8592400151469715,39.0,0.7374259191912031,34.0,0.6390712696279037,0.8191317179046148,0.2537999999999999,0.3125782808600552,30.0,0.004107142857142859,0.6715408765714799,2.0,3.295878530238129,0.24996272618823068,73.0,0.6272618870231419,0.5766778740071036,0.4822041713000461,0.8141965056326952,0.10463999999999998,11.0,0.05813396311719216,0.06423385652892563,1.0284351341890587
