[1, 3, 1, 1, 1, 2, 2, 4, 3, 3, 1, 2, 1, 2, 4, 2, 2, 2, 3, 3]  30.0%
[1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 4, 4, 4, 4, 4, 4]  90.0%
[1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 2, 4, 3, 2, 2, 3, 2]  60.0%
[1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 4, 2, 2, 4, 3, 3, 2, 3, 4]  60.0%
[1, 1, 1, 1, 1, 2, 2, 2, 3, 3, 3, 2, 3, 4, 3, 3, 3, 1, 3, 3]  55.0%
[1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 2, 1, 2, 3, 2, 2, 1, 1, 1]  45.0%
[1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4]  80.0%
[1, 1, 1, 1, 1, 2, 2, 2, 1, 2, 1, 2, 1, 2, 2, 2, 2, 1, 1, 2]  45.0%
[1, 1, 1, 1, 1, 2, 2, 3, 2, 2, 1, 2, 1, 2, 4, 2, 2, 2, 2, 2]  45.0%
[1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 4, 4]  80.0%
[1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4]  65.0%
[1, 3, 1, 1, 1, 3, 3, 2, 1, 4, 1, 3, 4, 3, 4, 3, 4, 1, 1, 3]  40.0%
[1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4]  90.0%
[1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2]  50.0%
[1, 3, 1, 1, 1, 3, 3, 2, 1, 1, 1, 3, 1, 3, 4, 3, 3, 1, 1, 3]  35.0%
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2]  25.0%
[1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4, 4]  90.0%
[1, 1, 1, 1, 1, 3, 3, 2, 3, 3, 3, 3, 1, 3, 2, 2, 3, 4, 3, 3]  50.0%
[1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 2, 3, 2, 2, 2, 3, 3]  60.0%
[1, 1, 1, 1, 1, 2, 2, 2, 3, 3, 3, 2, 3, 4, 2, 4, 4, 3, 4, 3]  65.0%
[1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4, 4]  90.0%
[1, 1, 1, 1, 1, 2, 2, 2, 3, 2, 1, 2, 1, 2, 2, 2, 3, 1, 4, 2]  50.0%
[1, 1, 1, 1, 1, 3, 3, 2, 1, 1, 1, 3, 1, 3, 4, 3, 3, 1, 3, 3]  40.0%
[1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4]  80.0%
[1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4]  100.0%
[1, 1, 1, 1, 1, 3, 3, 2, 1, 1, 1, 3, 1, 3, 2, 2, 1, 2, 1, 1]  40.0%
[1, 1, 1, 1, 1, 3, 3, 2, 3, 3, 3, 3, 1, 3, 2, 2, 3, 1, 1, 3]  45.0%
[1, 1, 1, 1, 1, 2, 2, 2, 1, 2, 1, 2, 1, 2, 2, 2, 1, 1, 2, 2]  45.0%
