,acceleration__number_crossing_m__m_-1,acceleration__number_crossing_m__m_1,"acceleration__augmented_dickey_fuller__attr_""teststat""__autolag_""AIC""","acceleration__augmented_dickey_fuller__attr_""pvalue""__autolag_""AIC""","acceleration__fft_coefficient__attr_""abs""__coeff_29","acceleration__fft_coefficient__attr_""abs""__coeff_24",acceleration__absolute_sum_of_changes,"acceleration__fft_coefficient__attr_""abs""__coeff_32","acceleration__fft_coefficient__attr_""abs""__coeff_36",acceleration__approximate_entropy__m_2__r_0.3,acceleration__number_crossing_m__m_0,"acceleration__fft_coefficient__attr_""abs""__coeff_25","acceleration__fft_coefficient__attr_""abs""__coeff_13","acceleration__fft_coefficient__attr_""abs""__coeff_12",acceleration__fourier_entropy__bins_5,"acceleration__fft_coefficient__attr_""abs""__coeff_19","acceleration__fft_coefficient__attr_""abs""__coeff_0","acceleration__fft_coefficient__attr_""abs""__coeff_22","acceleration__fft_coefficient__attr_""abs""__coeff_37","acceleration__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""min""","acceleration__fft_coefficient__attr_""abs""__coeff_10","acceleration__fft_aggregated__aggtype_""centroid""","acceleration__fft_coefficient__attr_""abs""__coeff_48","acceleration__fft_coefficient__attr_""abs""__coeff_30",acceleration__cid_ce__normalize_False,acceleration__fourier_entropy__bins_2,acceleration__approximate_entropy__m_2__r_0.5,"acceleration__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2","acceleration__fft_coefficient__attr_""abs""__coeff_15","acceleration__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.2",acceleration__number_peaks__n_1,acceleration__fourier_entropy__bins_10,acceleration__fourier_entropy__bins_3,"acceleration__fft_coefficient__attr_""abs""__coeff_28","acceleration__fft_coefficient__attr_""abs""__coeff_38","acceleration__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""min""","acceleration__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.2","acceleration__fft_aggregated__aggtype_""variance""","acceleration__fft_coefficient__attr_""abs""__coeff_14","acceleration__fft_coefficient__attr_""abs""__coeff_11","acceleration__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.0","acceleration__fft_coefficient__attr_""abs""__coeff_40","acceleration__fft_coefficient__attr_""abs""__coeff_26","acceleration__fft_coefficient__attr_""abs""__coeff_23","acceleration__fft_coefficient__attr_""abs""__coeff_16","acceleration__fft_coefficient__attr_""abs""__coeff_27","acceleration__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4","acceleration__fft_coefficient__attr_""abs""__coeff_34","acceleration__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.2","acceleration__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.2","acceleration__fft_coefficient__attr_""abs""__coeff_9","acceleration__fft_coefficient__attr_""abs""__coeff_47","acceleration__fft_coefficient__attr_""abs""__coeff_18","acceleration__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2",acceleration__approximate_entropy__m_2__r_0.1,"acceleration__fft_coefficient__attr_""abs""__coeff_79","acceleration__fft_coefficient__attr_""abs""__coeff_77","acceleration__fft_coefficient__attr_""abs""__coeff_31","acceleration__fft_coefficient__attr_""abs""__coeff_83","acceleration__fft_coefficient__attr_""abs""__coeff_33","acceleration__fft_coefficient__attr_""abs""__coeff_76","acceleration__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2","acceleration__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.2","acceleration__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0",acceleration__mean_abs_change,acceleration__cid_ce__normalize_True,acceleration__number_peaks__n_3,"acceleration__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0","acceleration__fft_coefficient__attr_""abs""__coeff_80","acceleration__fft_coefficient__attr_""abs""__coeff_49","acceleration__fft_coefficient__attr_""abs""__coeff_44","acceleration__fft_coefficient__attr_""abs""__coeff_58","acceleration__fft_coefficient__attr_""abs""__coeff_17",acceleration__abs_energy,"acceleration__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.2","acceleration__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.2","acceleration__fft_coefficient__attr_""abs""__coeff_42",acceleration__range_count__max_1000000000000.0__min_0,"acceleration__fft_coefficient__attr_""abs""__coeff_55",acceleration__range_count__max_0__min_-1000000000000.0,"acceleration__fft_coefficient__attr_""abs""__coeff_85","acceleration__fft_coefficient__attr_""abs""__coeff_64","acceleration__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.2","acceleration__agg_autocorrelation__f_agg_""var""__maxlag_40",acceleration__count_below_mean,"acceleration__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.0","acceleration__fft_coefficient__attr_""abs""__coeff_72","acceleration__augmented_dickey_fuller__attr_""usedlag""__autolag_""AIC""","acceleration__fft_coefficient__attr_""abs""__coeff_8",acceleration__approximate_entropy__m_2__r_0.7,acceleration__length,"acceleration__fft_coefficient__attr_""abs""__coeff_84","acceleration__fft_coefficient__attr_""abs""__coeff_78","acceleration__fft_coefficient__attr_""abs""__coeff_81","acceleration__fft_coefficient__attr_""abs""__coeff_43",acceleration__number_cwt_peaks__n_1,"acceleration__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.4","acceleration__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4","acceleration__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2","acceleration__fft_coefficient__attr_""abs""__coeff_41"
30,4.0,6.0,-6.54160653943457,9.316715649636353e-09,3.7764581813451117,6.3060586603831235,40.46000000000001,3.9529980164138028,2.730565830524061,0.25190650190949526,14.0,10.513739682002521,20.504104752204633,8.552213175479798,0.28834232834042844,12.562137268342369,19.680000000000007,10.948957347366125,2.3707057960528704,-0.5051861471861472,43.037756020260495,16.53584515348466,2.178028673761448,5.438371131046179,5.879935033654709,0.16544349608627487,0.2447349187826937,0.14605063291139236,23.758349048971166,0.0012610318859157187,6.0,0.3836503919327032,0.19262573846117467,3.163948221231045,1.630058159878724,-0.3592578397212544,0.002171696202531645,396.32654059738974,20.814638800885227,13.237158339542077,0.14811570247933883,1.7983031472057374,7.302125206569798,9.825919566982392,25.637411423406718,6.241386891842293,0.15477599999999997,1.3814775440810576,0.013057262306238184,0.010132910850661625,79.8095483494241,1.4894371253429048,22.061494922824192,0.05650434782608696,0.2608075088713231,2.358285254755354,0.48622227023276243,4.930225501088137,0.9738475065623917,1.8726894907224991,0.8667487829765496,0.08822582390642528,0.0012544421768707482,0.2012935323383085,0.2012935323383085,4.192088338613029,6.0,0.1403566878980892,1.5944172931691816,3.9982311723579107,1.867720817330682,1.7451389241924178,20.869991978439394,399.324394,0.0021120952380952376,0.030177215189873412,3.3151706744519913,110.0,1.094744705579562,92.0,1.4277498865720024,0.9616915842838306,0.02928571428571428,0.189254530863794,128.0,0.016904458598726108,1.8623170181750286,2.0,94.62401149580376,0.1900425207586225,202.0,0.7941133242747096,2.2382581648999,1.7499327452179374,3.3126864473524016,15.0,0.05467469879518073,0.0811495456,0.06703154174010574,2.491649652259358
31,6.0,6.0,-6.665749575828999,4.722610045184789e-09,1.7550788522081715,4.089656259059079,25.237000000000002,1.8732387027886692,1.1507016585198684,0.2716476814175055,8.0,2.143997856782381,15.849661005500776,15.807764048329364,0.19401819909242526,4.244429313963227,22.485000000000007,8.427933798146874,1.1312872993778798,-0.6343715415019763,13.833677906960538,19.288849871467363,0.9297377133158081,2.568691493756762,3.494694407240782,0.12513016439761354,0.21661940360008658,0.0787764705882353,24.236921624504287,0.0008500667317708335,6.0,0.29681720332130124,0.14248964171474482,0.6938633131042664,0.8872517123761472,-0.5118636363636364,0.0010713167317708335,553.7791201530235,19.2949014282425,8.320493376199432,0.08585211267605634,2.2029660564086635,0.9246020008241846,6.149837913111234,24.56946410927537,0.5728679174412405,0.08396031746031747,0.7293175870124826,0.0014924606529656604,0.0011608935353798128,41.69337459373899,0.6739028133372562,5.490242329714116,0.018959677419354844,0.2813935270422858,1.1298533138122921,1.011962690870696,3.105662350275871,0.7817194143074508,0.9793717648562056,0.6128480035825776,0.02616279031141868,0.0012238775510204083,0.11629953917050692,0.11629953917050692,4.575255064417469,3.0,0.07694705882352942,1.3421994883782902,0.9000382434826569,2.225783761484608,0.2772576340527714,16.75490225173986,129.50660899999997,0.0015375268638067473,0.015218750000000001,1.0742300620959016,47.0,1.0507001333858668,171.0,1.3747134081543564,1.0765044104237647,0.018142857142857145,0.22441159349403778,105.0,0.006335294117647061,1.5191908638374216,10.0,63.23406454382981,0.210537298094142,218.0,0.9171264102832389,0.9984873319188415,1.3579588741640138,1.7287370146559133,19.0,0.011590361445783133,0.028114023242630386,0.01997757356401384,1.953082085888915
32,24.0,25.0,-9.732022167650188,8.951893138540272e-17,13.028496537026127,56.832799847290694,177.30700000000002,24.09317478676155,16.853478123407083,0.44672988821178805,24.0,62.71422126744674,195.21942452148784,535.607101264344,0.12525570174922163,23.597195654210072,111.16699999999999,40.44469101730008,43.56635620606629,-2.2594192307692302,76.5475199158713,35.69450562092894,11.463271312928708,9.613082870665787,11.186509777405998,0.04539477814685819,0.33107841454216946,0.5071520270270271,7.118069376573223,0.05393359174873259,9.0,0.12525570174922163,0.09072899366212879,3.42032651607618,45.280741891853154,-1.357131868131868,0.1866763848260591,1759.5189142052534,37.954839382365265,214.8892944576118,0.3428127853881278,10.955262574005946,29.52880096050603,50.609732405703085,19.23250309596508,5.249963546495452,0.5490814479638009,11.915048505582384,0.32330845183062124,0.09368562416789941,57.300218435962556,10.498717332754167,14.562453101204635,0.47927884615384614,0.6742492688477961,4.714153579084716,5.017602120421123,15.465810296877047,4.854443444017079,15.39868910966635,1.6445469905836894,0.3786001595028305,0.04706081785123968,0.46173697916666673,0.46173697916666673,4.760680019632992,8.0,0.42864864864864866,4.74257134848173,2.461983824978625,25.345823716141133,6.339331632858405,18.909261688292396,2157.8478429999996,0.15057653884297525,0.3655419847328244,9.063191085393127,155.0,3.467259795594784,230.0,3.977628747463182,4.604553756986712,0.32938181818181833,0.40410526183917117,220.0,0.0009121621621621608,5.231685709326022,17.0,13.451405496699488,0.235948969500122,385.0,4.277867777669411,6.86206962032669,8.601953506172652,9.63559498675846,25.0,0.533233082706767,0.43849843299686736,0.12154285188778305,15.157265565191242
33,8.0,10.0,-7.223667451318537,2.0797647229459732e-10,1.8470668201510876,20.018745630064473,63.657999999999994,1.9970294876754915,4.241966886121066,0.40056008339061266,16.0,14.417869415556847,11.252261979959997,30.0952231176766,0.09072899366212879,9.946902072718819,38.272999999999996,2.8392080302723945,4.522815306130262,-0.847453201970443,40.08518633833864,18.28773145813061,1.4680323002658608,7.504038069872618,5.407212590605255,0.07998252574647073,0.26189937081729386,0.22603196347031965,10.88535820968151,0.060393916570549794,6.0,0.13600216966487969,0.07998252574647073,15.26993028406694,7.435123991009181,-0.5477236842105262,0.1025769753940792,705.1581990531362,13.206024753367561,38.94704595770204,0.21949375,3.0126573060613637,10.779948826065011,5.320490729779846,7.3572502826433706,15.147588727193893,0.19159627329192544,10.315683772222904,0.0898278101265823,0.052459211664797306,18.88537852317089,0.9997931583876548,7.270464379111504,0.19351898734177214,0.5826993163063348,0.8842523673195943,1.6717369309884753,6.166164096191017,1.216673091322996,10.10255083817895,1.7527093302829657,0.10550365284293486,0.07093427034023668,0.229812274368231,0.229812274368231,2.9396734485140823,4.0,0.2070972222222222,2.5520238346715662,3.7522173292725105,2.21580852853565,3.095317727992438,16.761924241583962,945.844307,0.14746813128698227,0.20550980392156862,1.8252048867327557,160.0,0.6361365311648909,118.0,0.5850719226780497,2.047104366363139,0.2773653846153846,0.3565704688934396,101.0,0.004449074074074076,1.6452101263749106,11.0,59.764494599426406,0.16343550346990088,278.0,1.6748662530168041,2.782715063730592,1.0926867041089363,4.097879805103663,28.0,0.11922,0.07953270205624784,0.05441693505139593,4.247717290879986
34,10.0,10.0,-7.077419143574243,4.762062591954605e-10,3.4808712072121577,4.147629948288407,47.614000000000004,2.7877596666665405,2.8954157786924126,0.39804553362031614,12.0,9.793622505128633,20.699703785766218,13.304717609024674,0.13600216966487969,17.718802710001906,41.25899999999999,3.6101874591284906,3.7062414730689555,-0.6416620689655171,153.25300432479773,22.769679327826584,2.5485146092635436,6.145882186130061,4.718016532400029,0.07998252574647073,0.3247623815988159,0.15243636363636365,14.964259823074201,0.016601339205994898,8.0,0.13600216966487969,0.12525570174922163,6.1168309392717175,4.350161918674913,-0.2511790683605566,0.020588718032525512,839.5422693146758,5.889478464812238,70.8904441540348,0.12523837209302324,3.0278934329503304,2.1122453316157914,4.928644330007136,1.0101751864933122,3.3036780929881675,0.13436075949367088,5.725623847106097,0.02860465938847356,0.02280425402476168,128.99111226100862,2.703658956213089,5.99715790728918,0.07689937106918239,0.32704507376914194,2.16732149424016,1.0862180199658467,4.774157217705882,1.6061558605133441,4.443040336822748,1.2670503621850129,0.07306109909090909,0.025113349170918366,0.17005,0.17005,4.174966910024859,8.0,0.12011415525114155,1.5078232991595517,1.9198554866996682,2.142283865593538,2.3459390836375302,7.129465650674331,364.913157,0.03416007110969388,0.06663392857142857,0.9170266632812711,199.0,2.8863566972981562,82.0,0.7287237433975536,0.961361204097195,0.09958928571428571,0.4007488240387568,92.0,0.00561187214611872,1.0600920570182957,14.0,22.23849487832086,0.2521492595901642,281.0,1.19317743571304,0.7554002168388322,2.268678407132279,1.957103325713,26.0,0.024959999999999996,0.058281096018266296,0.04982866413223141,2.131710285577976
35,10.0,12.0,-6.095925679299811,1.0101489390714761e-07,2.5229542002686203,2.496345711993869,46.92,4.575364387203378,2.1704746814902154,0.4999018668345352,12.0,2.32029601836217,6.8876684275229705,20.841875644441295,0.13600216966487969,9.609132243373201,49.391999999999996,2.1869917537861943,1.2258346840528191,-0.7117989417989419,90.11149476013422,20.42937655278267,1.2436273662154669,1.1205382872437004,4.427151680256731,0.07998252574647073,0.3667177689825274,0.1579323671497585,11.388415699415866,0.02503165828254848,6.0,0.13600216966487969,0.07998252574647073,4.001190902228328,3.04263594843669,-0.2377299663299663,0.03323890969529087,770.7957518598882,6.748225014503284,34.126110484676445,0.149281045751634,0.9047148185617235,2.5522505734217704,5.307965923648598,8.842671337919025,2.496465144276102,0.13693630573248408,4.382944798896604,0.054050052069726594,0.038423113823701636,159.7950732757103,0.9538457068852467,11.464673646249313,0.1252013422818792,0.3338572153582411,0.3442474341626403,0.9386829955656774,3.622986945682085,1.5666075807220023,7.306188008675515,1.966366016596786,0.06841991168988774,0.03434936347412254,0.17705660377358493,0.17705660377358493,3.895540574319543,6.0,0.15885507246376812,0.374454625058972,1.1526360801489115,0.6304863513427947,1.3150391969769983,3.589647706078101,352.7252879999999,0.05711347531231409,0.09065263157894737,1.3452167394416572,181.0,1.6108100299770827,85.0,1.3086331218212848,0.8787226931544789,0.15095121951219512,0.4133976707802021,101.0,0.003521739130434783,1.135296594023297,15.0,86.43657281936795,0.2530696803521604,266.0,0.4161206432839686,0.5956567835702243,0.47682268679489803,1.023034301826996,22.0,0.07537373737373737,0.05675832025639985,0.04347949301033863,1.8084598675481283
36,10.0,10.0,-5.602155034068607,1.257646492776495e-06,5.673700425713999,11.613341114157889,49.699,7.127732879352189,2.4677042767862503,0.36780868404214573,12.0,7.414656073928097,74.28480176998035,139.3078004269343,0.12525570174922163,4.674491994053054,58.068,7.414205057148416,3.4405350119225266,-0.5795697478991596,79.99429377428456,25.897692785727894,3.5000295962855734,2.570042399821031,4.647106303927208,0.07998252574647073,0.28654801657881035,0.10872972972972973,14.122063123754064,0.0031467482638888895,14.0,0.13600216966487969,0.12525570174922163,4.593015997916496,5.177162702625852,-0.2352616330114135,0.003786286844135802,1219.8534279163346,31.417057369953156,155.65408995897107,0.11275813953488371,4.969799395942572,2.8056079118990547,10.950199127709274,4.063173017267109,5.386277311598684,0.1054039408866995,0.5932569183034498,0.011854408895427795,0.010008818696242644,20.04903142466612,2.0882213412954007,4.221681287456246,0.04402127659574468,0.25680893089747947,1.1909625053087534,1.1154511337821404,1.0974044373560616,1.5174511524263317,6.0941419850650345,0.6997760373384877,0.0449061848809648,0.004664973985431843,0.15014803625377643,0.15014803625377643,4.38217434289104,10.0,0.11466923076923075,0.5250804847376538,1.207620919732035,3.045248283801507,0.7311347593955642,7.646446823971052,383.51304200000004,0.005364700196554514,0.02545833333333333,2.5900310829721107,247.0,1.517330657661974,85.0,1.1728402127579094,5.24315563892897,0.026838709677419356,0.3880820667955466,96.0,0.00133076923076923,1.1550169862309525,15.0,45.899900350507046,0.23220732998669447,332.0,0.877287376603446,0.6244207882213239,0.8102598485188931,2.23357251208106,30.0,0.021902985074626857,0.04219177660219855,0.033119247417301476,3.3930722603502277
37,6.0,4.0,-1.7182974219211014,0.42171060533485416,1.1967572553138786,1.3235984108360768,17.845,1.785732719131312,0.19858517499007505,0.35003514271981606,4.0,1.968382839973703,4.900496512130709,4.473978991317108,0.1478439782073591,4.464379248413962,29.189000000000007,2.16966939948615,1.6907886994450114,-0.5364083333333335,8.95675021580069,9.169403741442032,1.1337837539991977,0.38156076232683556,2.243840680618836,0.12831870551552965,0.196510072581072,0.12636607142857142,4.28342672245493,0.023910312727272724,4.0,0.1478439782073591,0.1478439782073591,0.2385704659837693,1.0929618625613982,-0.16517241379310352,0.04928751603305786,193.55394126854165,8.203512456135911,4.688086602173067,0.1501084337349398,0.7323412418711492,1.629326332243663,1.3950122965229612,2.9820248110421215,1.4107730102273943,0.11586585365853658,0.8192624913134384,0.04348211969877131,0.021728350376535876,9.25480559039566,0.5940715445129505,2.746401074552551,0.14762068965517242,0.42169922680836525,0.6776378652925665,0.8738495569482314,1.0099261285748553,0.7493919828514166,0.298009810688514,0.6804157968908282,0.03591667657844387,0.02022731138545954,0.1274642857142857,0.1274642857142857,1.7596128752292208,4.0,0.14378260869565218,0.5580236677695767,1.5368820711338025,1.7316199025658747,0.7230317374376576,4.0871841794995545,235.32396899999998,0.03813570644718793,0.1594,0.9386033313734121,63.0,0.6793750645332923,78.0,0.6390712696279031,0.9433073676720061,0.13385185185185186,0.4240382223807548,75.0,0.002669565217391302,0.6715408765714793,1.0,6.255793067705229,0.11595112410362396,141.0,0.5766778740071048,0.6272618870231408,0.48220417130004434,0.9774944173887089,13.0,0.1437017543859649,0.032634543277810825,0.0200052142059949,1.4764596041844544
38,4.0,5.0,-3.9392106170449854,0.0017644987843516255,1.1507366083694848,2.748171660678728,19.573999999999998,0.881528551038302,0.6329782255975603,0.26169260166832164,4.0,2.22048222130388,5.528035051883769,8.536959352573978,0.1429845449723321,2.126891868432734,26.890000000000004,0.9199610306067486,0.8804133842924641,-0.48444166666666677,4.837874341067026,9.375542646263026,0.7583496706187806,1.2852038265769306,2.2708782442042112,0.07158483369291901,0.15842002722225135,0.13509565217391303,2.6155558661508325,0.021967336415816326,4.0,0.21419656252939417,0.1429845449723321,0.6857354237534323,0.4310045424133796,-0.19617204301075278,0.04912755325255102,209.20753850659494,1.5439117255358135,4.374165854309321,0.15249425287356325,0.3431527076759766,0.15652107653973188,2.4373489681826386,3.739893735971653,2.327714591265507,0.13704597701149424,1.2113748730590248,0.04594835622006097,0.019942797212948178,4.032979396646713,0.4743472077858662,3.8096804655576855,0.16126506024096385,0.4082770165491283,0.6776378652925665,0.8738495569482314,0.5212866616015573,0.7493919828514166,2.0406422035765797,0.6804157968908282,0.036152224120982984,0.01244281481481482,0.13406849315068492,0.13406849315068492,1.5825174542645601,3.0,0.15283333333333335,0.5580236677695767,0.9273386652135246,0.3943180221994878,0.7924435240082901,1.1967588629463153,307.61578800000007,0.023505393689986293,0.1648035714285714,0.4729837397167514,68.0,0.20827657491625873,79.0,0.6390712696279031,0.2689916797833389,0.10533333333333335,0.45615829430135707,77.0,0.0016929824561403533,0.45915637035089435,13.0,17.07444230035784,0.09964977000515751,147.0,0.5766778740071048,0.6272618870231408,0.48220417130004434,0.817908919436408,12.0,0.1776727272727273,0.03701461593341262,0.017912538676748583,0.9464037596556263
39,4.0,2.0,-3.3105023953597925,0.014415494615227694,0.7109295211749327,1.027182023895341,17.193,0.5647203549290676,1.0744082762657141,0.3210535571204507,5.0,0.9499509483420178,1.0283295779707016,0.24891577636796783,0.37047851164558954,1.9622498734139786,30.272,0.4527460248268828,0.9856127058830161,-2.3914166666666663,1.4331370376169048,5.366924818599886,0.6393540039157981,1.1099881588489005,3.054935514867703,0.21028341228613337,0.3209481568740944,0.2048727272727273,2.1291830928984403,0.029673689986282576,1.0,0.576057284246626,0.21028341228613337,0.8007251574716618,0.9162373889400528,-1.7235416666666663,0.06547143484224965,53.28171988735756,2.4990819362906316,1.9883541160949239,0.2596590909090909,0.8836017332351384,1.741206142678079,1.025737018092449,1.2580711297501985,0.6013635717050098,0.14914634146341463,0.3355325250367827,0.10128232478632478,0.06206908612754766,1.7967943842115475,0.6487175250759711,0.6842590012012392,0.1992051282051282,0.3199767476680573,0.6776378652925665,0.8738495569482314,0.8746647986399076,0.7493919828514166,0.18421225377555875,0.6804157968908282,0.10585051107438018,0.03379156,0.23879166666666668,0.23879166666666668,2.1922746950042855,1.0,0.2445357142857143,0.5580236677695767,0.9439879292039459,0.8073102078618486,0.6840651447278141,0.8349657700818871,154.307894,0.09341736,0.2037037037037037,0.8592400151469719,39.0,0.7374259191912039,34.0,0.6390712696279031,0.8191317179046144,0.2537999999999999,0.3125782808600551,30.0,0.004107142857142859,0.6715408765714793,2.0,3.29587853023813,0.24996272618823068,73.0,0.5766778740071048,0.6272618870231408,0.48220417130004434,0.8141965056326952,11.0,0.10463999999999998,0.05813396311719216,0.06423385652892563,1.0284351341890583
