3.0,-0.08,-0.04,0.0,0.04,0.04,0.08,0.12,0.23,0.31,0.31,0.27,0.19,-0.12,-0.54,-1.15,-1.96,-1.96,-2.85,-3.38,-3.31,-2.92,-2.77,-2.77,-2.81,-2.85,-2.65,-2.08,-1.15,0.19,0.19,1.35,1.77,1.77,1.88,2.27,2.27,2.38,2.08,2.08,1.62,1.35,1.19,1.08,0.92,0.65,0.65,0.42,0.35,0.27,0.35,0.35,0.31,0.31,0.31,0.35,0.46,0.5,0.58,0.58,0.62,0.65,0.65,0.58,0.46,0.35,0.31,0.27,0.35,0.35,0.38,0.38,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,0.15,0.15,0.12,0.12,0.12,0.12,0.12,0.15,0.15,0.15,0.15,0.15,0.15,0.12,0.12,0.12,0.15,0.19,0.27,0.27,0.27,0.27,0.19,0.15,0.15,0.12,0.12,0.12,0.12,0.19,0.31,0.31,0.31,0.31,0.27,0.27,0.38,0.38,0.46,0.5,0.5,0.54,0.54,0.58,0.58,0.46,0.23,-0.04,-0.27,-0.27,-0.38,-0.31,-0.12,-0.12,-0.23,-0.38,-0.38,-0.46,-0.54,-0.58,-0.62,-0.77,-0.77,-0.92,-0.96,-0.88,-0.77,-0.77,-0.92,-0.92,-0.92,-0.81,-0.65,-0.73,-0.77,-0.62,-0.62,-0.27,0.08,0.19,0.23,0.04,-0.27,-0.27,-0.35,-0.04,0.42,0.85,1.15,1.15,1.12,0.73,0.31,0.19,0.38,0.38,0.58,0.62,0.5,0.42,0.42,0.54,0.65,0.69,0.65,0.62,0.62,0.54,0.5,0.5,0.5,0.46,0.46,0.42,0.35,0.31,0.27,0.27,0.23,0.19,0.23,0.27,0.27,0.23,0.23,0.15,0.12,0.19,0.23,0.23,0.19,0.19,0.19,0.15,0.15,0.15,0.19,0.19,0.23,0.19,0.23,0.23,0.23,0.19,0.19,0.19,0.19,0.27,0.23,0.23,0.23,0.23,0.23,0.23,0.27,0.27,0.27,0.23,0.23,0.23,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.23,0.23,0.23,0.27,0.27,0.31,0.23,0.19,0.19,0.19,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,-0.42,-0.46,-0.5,-0.62,-0.77,-0.92,-1.0,-1.0,-1.12,-1.15,-1.27,-1.35,-1.35,-1.35,-1.35,-1.35,-1.38,-1.35,-1.15,-0.73,-0.23,0.35,0.54,0.54,0.58,0.73,1.0,1.19,1.27,1.27,1.19,1.12,1.08,1.15,1.23,1.23,1.23,1.19,1.27,1.27,1.19,1.19,1.15,1.12,1.04,1.0,1.0,0.92,0.88,0.85,0.85,0.88,0.88,0.88,0.92,0.88,0.85,0.77,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,0.12,0.15,0.19,0.23,0.19,0.19,0.19,0.23,0.27,0.27,0.23,0.19,0.23,0.23,0.35,0.42,0.38,0.23,0.15,0.12,0.12,0.04,-0.08,-0.23,-0.35,-0.35,-0.31,-0.31,-0.35,-0.46,-0.65,-0.65,-0.77,-0.85,-1.0,-1.12,-1.08,-1.08,-1.04,-1.04,-1.04,-1.0,-1.0,-0.96,-1.0,-1.08,-0.92,-0.73,-0.73,-0.58,-0.27,0.23,0.58,0.69,0.69,0.77,1.0,1.27,1.46,1.46,1.38,1.15,0.92,0.92,1.0,1.0,1.0,0.88,0.65,0.54,0.5,0.5,0.54,0.58,0.5,0.38,0.38,0.35,0.42,0.42,0.38,0.31,0.31,0.19,0.19,0.23,0.27,0.31,0.31,0.31,0.23,0.15,0.19,0.19,0.23,0.23,0.23,0.27,0.35,0.35,0.27,0.19,0.19,0.19,0.19,0.27,0.31,0.31,0.31,0.27,0.27,0.31,0.31,0.31,0.27,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,-0.27,-0.31,-0.31,-0.31,-0.31,-0.27,-0.27,-0.23,-0.23,-0.23,-0.23,-0.23,-0.27,-0.27,-0.31,-0.35,-0.35,-0.31,-0.31,-0.23,-0.19,-0.15,-0.15,-0.15,-0.19,-0.19,-0.19,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.19,-0.15,-0.15,-0.19,-0.23,-0.27,-0.27,-0.27,-0.23,-0.23,-0.23,-0.19,-0.19,-0.19,-0.19,-0.15,-0.15,-0.12,-0.08,-0.04,-0.04,0.0,-0.04,-0.23,-0.46,-1.04,-1.96,-1.96,-3.15,-4.0,-4.42,-4.5,-4.5,-4.73,-4.81,-4.69,-3.12,-1.15,2.35,2.35,1.19,-2.96,-1.42,2.27,3.23,3.23,1.04,-1.0,-0.46,0.85,1.35,1.35,1.35,1.31,0.88,0.42,0.23,0.38,0.38,0.5,0.58,0.54,0.5,0.46,0.42,0.42,0.38,0.38,0.38,0.42,0.46,0.46,0.46,0.46,0.42,0.31,0.27,0.31,0.31,0.35,0.35,0.35,0.35,0.38,0.38,0.38,0.38,0.42,0.46,0.5,0.58,0.58,0.69,0.69,0.58,0.46,0.38,0.38,0.27,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,0.23,0.23,0.23,0.19,0.19,0.19,0.19,0.19,0.19,0.23,0.23,0.23,0.23,0.27,0.27,0.23,0.19,0.19,0.19,0.15,0.15,0.19,0.19,0.23,0.23,0.27,0.27,0.27,0.23,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.23,0.23,0.23,0.23,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.23,0.23,0.23,0.23,0.23,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.23,0.23,0.23,0.23,0.23,0.19,0.19,0.19,0.15,0.15,0.15,0.19,0.19,0.23,0.23,0.23,0.23,0.23,0.19,0.19,0.15,0.08,0.08,0.08,0.08,0.08,0.08,0.12,0.12,0.12,0.08,0.0,-0.04,-0.12,-0.15,-0.15,-0.19,-0.23,-0.27,-0.35,-0.5,-0.73,-0.73,-1.0,-1.23,-1.31,-1.23,-1.08,-0.85,-0.85,-0.5,-0.23,0.04,0.38,0.62,0.73,0.73,0.77,0.92,1.12,1.35,1.58,1.58,1.77,1.85,1.81,1.65,1.46,1.23,1.0,1.0,0.85,0.65,0.58,0.54,0.5,0.5,0.38,0.27,0.15,0.08,-0.04,-0.15,-0.15,-0.27,-0.38,-0.38,-0.31,-0.12,-0.12,0.0,0.12,0.15,0.15,0.15,0.12,0.0,-0.12,-0.15,-0.15,-0.08,-0.08,0.0,0.08,0.08,0.12,0.12,0.12,0.12,0.12,0.08,0.08,0.04,0.0,0.04,0.08,0.12,0.19,0.19,0.23,0.23,0.27,0.27,0.27,0.27,0.23,0.19,0.12,0.12,0.15,0.19,0.27,0.27,0.27,0.31,0.31,0.27,0.27,0.19,0.19,0.19,0.15,0.15,0.15,0.15,0.19,0.19,0.19,0.19,0.19,0.15,0.15,0.15,0.12,0.12,0.15,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.19,0.19,0.19,0.23,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.23,0.23,0.23,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.15,0.15,0.19,0.19,0.19,0.19,0.19,0.19,0.23,0.19,0.19,0.19,0.19,0.15,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,0.19,0.19,0.19,0.19,0.19,0.19,0.15,0.12,0.15,0.12,0.12,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.15,0.15,0.12,0.12,0.08,0.08,0.08,0.08,0.04,0.04,0.08,0.08,0.08,0.08,0.04,0.0,-0.04,-0.04,-0.12,-0.15,-0.19,-0.23,-0.23,-0.19,-0.19,-0.19,-0.19,-0.23,-0.31,-0.46,-0.46,-0.62,-0.77,-0.92,-1.0,-0.96,-0.92,-0.92,-0.96,-1.0,-0.96,-0.81,-0.46,0.08,0.08,0.58,0.96,1.23,1.42,1.65,1.88,1.88,2.12,2.19,2.04,1.69,1.35,1.35,1.04,0.73,0.5,0.27,0.12,0.04,0.04,0.0,-0.08,-0.19,-0.23,-0.23,-0.23,-0.23,-0.19,-0.15,-0.12,-0.08,-0.04,-0.04,-0.08,-0.12,-0.15,-0.15,-0.15,-0.15,-0.08,-0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.08,0.08,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.08,0.08,0.04,0.04,0.08,0.08,0.12,0.12,0.12,0.12,0.08,0.08,0.04,0.04,0.04,0.08,0.08,0.12,0.12,0.15,0.15,0.12,0.12,0.12,0.12,0.12,0.12,0.15,0.15,0.15,0.19,0.19,0.19,0.15,0.15,0.15,0.15,0.12,0.12,0.12,0.15,0.15,0.19,0.19,0.19,0.19,0.19,0.19,0.15,0.12,0.15,0.12,0.15,0.15,0.15,0.15,0.12,0.12,0.15,0.15,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.08,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,-0.08,-0.08,0.04,0.0,-0.08,-0.19,-0.19,-0.23,-0.23,-0.19,-0.15,-0.08,-0.08,-0.04,-0.08,-0.08,-0.12,-0.19,-0.23,-0.23,-0.19,-0.19,-0.19,-0.19,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.23,-0.27,-0.31,-0.38,-0.42,-0.42,-0.42,-0.46,-0.5,-0.58,-0.69,-0.69,-0.85,-1.04,-1.23,-1.38,-1.5,-1.5,-1.62,-1.69,-1.88,-2.08,-2.35,-2.62,-2.62,-2.85,-3.12,-3.31,-3.42,-3.5,-3.5,-3.46,-3.31,-2.96,-2.58,-2.23,-1.96,-1.96,-1.77,-1.58,-0.92,0.04,0.88,0.88,2.31,3.5,3.92,4.0,3.35,2.62,2.62,2.08,1.73,1.42,1.19,1.04,0.96,0.96,0.85,0.69,0.58,0.62,0.62,0.62,0.54,0.54,0.5,0.46,0.42,0.42,0.42,0.38,0.35,0.27,0.27,0.27,0.27,0.23,0.19,0.23,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,0.15,0.15,0.19,0.19,0.19,0.19,0.19,0.23,0.27,0.31,0.35,0.35,0.38,0.42,0.46,0.46,0.5,0.5,0.5,0.54,0.5,0.5,0.5,0.46,0.31,0.04,-0.15,-0.27,-0.27,-0.19,-0.08,-0.08,-0.23,-0.46,-0.58,-0.58,-0.62,-0.62,-0.73,-0.92,-0.92,-1.0,-0.85,-0.77,-0.81,-0.92,-0.92,-0.96,-1.0,-0.88,-0.58,-0.35,-0.35,-0.23,-0.23,-0.08,0.19,0.38,0.38,0.35,0.35,0.12,0.38,0.77,1.04,1.04,1.0,0.81,0.62,0.65,0.81,0.92,0.92,0.96,0.85,0.69,0.54,0.46,0.46,0.46,0.5,0.54,0.58,0.54,0.46,0.46,0.38,0.31,0.27,0.27,0.35,0.35,0.35,0.35,0.31,0.27,0.27,0.23,0.23,0.23,0.23,0.23,0.23,0.27,0.27,0.27,0.27,0.27,0.27,0.31,0.31,0.35,0.35,0.31,0.23,0.23,0.23,0.27,0.31,0.35,0.35,0.31,0.27,0.27,0.23,0.27,0.27,0.31,0.31,0.31,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.15,0.15,0.15,0.15,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.15,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.15,0.15,0.15,0.19,0.19,0.19,0.15,0.15,0.12,0.12,0.15,0.15,0.15,0.15,0.15,0.15,0.12,0.12,0.12,0.08,0.08,0.08,0.08,0.08,0.08,0.0,-0.15,-0.31,-0.31,-0.54,-0.81,-1.12,-1.5,-1.5,-1.65,-1.54,-1.35,-1.12,-0.85,-0.85,-0.54,-0.15,0.15,0.42,0.65,0.88,0.88,1.12,1.42,1.85,2.23,2.42,2.38,2.38,2.08,1.65,1.23,0.88,0.62,0.62,0.42,0.31,0.19,0.08,-0.12,-0.12,-0.31,-0.46,-0.54,-0.5,-0.35,-0.35,-0.15,0.0,0.0,0.12,0.12,0.12,0.0,-0.12,-0.12,-0.19,-0.23,-0.12,-0.12,0.0,0.12,0.15,0.19,0.19,0.19,0.15,0.08,0.0,-0.04,-0.04,0.0,0.0,0.04,0.12,0.15,0.19,0.15,0.15,0.12,0.08,0.04,0.04,0.04,0.08,0.12,0.12,0.15,0.15,0.15,0.19,0.19,0.15,0.12,0.08,0.08,0.08,0.08,0.12,0.12,0.12,0.15,0.15,0.15,0.12,0.12,0.12,0.12,0.12,0.12,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,0.15,0.12,0.15,0.12,0.12,0.12,0.12,0.15,0.15,0.12,0.23,0.38,0.5,0.5,0.46,0.38,0.35,0.42,0.58,0.65,0.65,0.65,0.62,0.58,0.5,0.42,0.23,0.23,-0.04,-0.23,-0.42,-0.46,-0.46,-0.38,-0.23,-0.15,-0.19,-0.42,-0.42,-0.65,-0.92,-1.0,-0.92,-0.85,-0.85,-0.81,-0.92,-1.12,-1.23,-1.23,-1.15,-1.04,-1.0,-0.92,-0.81,-0.81,-0.73,-0.73,-0.62,-0.42,-0.38,-0.38,-0.35,-0.19,0.04,0.23,0.23,0.42,0.58,0.65,0.65,0.65,0.69,0.69,0.85,0.96,1.0,0.92,0.92,0.81,0.73,0.65,0.58,0.58,0.54,0.54,0.5,0.5,0.42,0.38,0.35,0.31,0.31,0.27,0.23,0.19,0.23,0.27,0.27,0.27,0.27,0.15,0.04,0.04,0.12,0.12,0.19,0.23,0.19,0.12,0.08,0.08,0.08,0.12,0.15,0.19,0.19,0.19,0.15,0.15,0.15,0.15,0.15,0.12,0.12,0.15,0.19,0.19,0.19,0.23,0.23,0.23,0.23,0.23,0.27,0.23,0.19,0.19,0.19,0.19,0.23,0.27,0.27,0.27,0.27,0.27,0.23,0.15,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
